상병기호,한글명,영문명,완전코드구분,주상병사용구분,법정감염병구분,성별구분,상한연령,하한연령,양한방구분
A1550,세균학적 및 조직학적으로 확인된 공동이 있는 후두의 결핵,"Tuberculosis of larynx with cavitation, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1551,"세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 후두, 기관 및 기관지의 결핵","Tuberculosis of larynx, trachea and bronchus without cavitation or unspecified, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A1551,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 기관의 결핵,"Tuberculosis of trachea without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1551,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 기관지의 결핵,"Tuberculosis of bronchus without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1551,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 성문의 결핵,"Tuberculosis of glottis without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1551,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 후두의 결핵,"Tuberculosis of larynx without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A156,세균학적 및 조직학적으로 확인된 결핵성 흉막염,"Tuberculous pleurisy, confirmed bacteriologically and histologically",N,,제2급,,,,양·한방 공통
A156,세균학적 및 조직학적으로 확인된 결핵성 농흉(膿胸),"Tuberculous empyema, confirmed bacteriologically and histologically",N,,,,,,양·한방 공통
A156,세균학적 및 조직학적으로 확인된 흉막의 결핵,"Tuberculosis of pleura, confirmed bacteriologically and histologically",N,,,,,,양·한방 공통
A1560,세균학적 및 조직학적으로 확인된 공동이 있는 결핵성 흉막염,"Tuberculous pleurisy with cavitation, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A1560,세균학적 및 조직학적으로 확인된 공동이 있는 결핵성 농흉(膿胸),"Tuberculous empyema with cavitation, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1560,세균학적 및 조직학적으로 확인된 공동이 있는 흉막의 결핵,"Tuberculosis of pleura with cavitation, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1561,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 결핵성 흉막염,"Tuberculous pleurisy without cavitation or unspecified, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A1561,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 결핵성 농흉(膿胸),"Tuberculous empyema without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1561,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 흉막의 결핵,"Tuberculosis of pleura without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A157,세균학적 및 조직학적으로 확인된 일차호흡기결핵,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically",N,,제2급,,,,양·한방 공통
A1570,세균학적 및 조직학적으로 확인된 공동이 있는 일차호흡기결핵,"Primary respiratory tuberculosis with cavitation, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A1571,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 일차호흡기결핵,"Primary respiratory tuberculosis without cavitation or unspecified, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A158,세균학적 및 조직학적으로 확인된 기타 호흡기결핵,"Other respiratory tuberculosis, confirmed bacteriologically and histologically",N,,제2급,,,,양·한방 공통
A158,세균학적 및 조직학적으로 확인된 부비동의 결핵,"Tuberculosis of sinus[any nasal], confirmed bacteriologically and histologically",N,,,,,,양·한방 공통
A158,세균학적 및 조직학적으로 확인된 비인두결핵,"Nasopharyngeal tuberculosis, confirmed bacteriologically and histologically",N,,,,,,양·한방 공통
A158,세균학적 및 조직학적으로 확인된 종격결핵,"Mediastinal tuberculosis, confirmed bacteriologically and histologically",N,,,,,,양·한방 공통
A158,세균학적 및 조직학적으로 확인된 코의 결핵,"Tuberculosis of nose, confirmed bacteriologically and histologically",N,,,,,,양·한방 공통
A1580,세균학적 및 조직학적으로 확인된 공동이 있는 기타 호흡기결핵,"Other respiratory tuberculosis with cavitation, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A1580,세균학적 및 조직학적으로 확인된 공동이 있는 부비동의 결핵,"Tuberculosis of sinus[any nasal] with cavitation, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1580,세균학적 및 조직학적으로 확인된 공동이 있는 비인두결핵,"Nasopharyngeal tuberculosis with cavitation, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1580,세균학적 및 조직학적으로 확인된 공동이 있는 종격결핵,"Mediastinal tuberculosis with cavitation, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1580,세균학적 및 조직학적으로 확인된 공동이 있는 코의 결핵,"Tuberculosis of nose with cavitation, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1581,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 기타 호흡기결핵,"Other respiratory tuberculosis without cavitation or unspecified, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A1581,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 부비동의 결핵,"Tuberculosis of sinus[any nasal] without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1581,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 비인두결핵,"Nasopharyngeal tuberculosis without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1581,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 종격결핵,"Mediastinal tuberculosis without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A1581,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 코의 결핵,"Tuberculosis of nose without cavitation or unspecified, confirmed bacteriologically and histologically",,,,,,,양·한방 공통
A159,세균학적 및 조직학적으로 확인된 상세불명의 호흡기결핵,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",N,,제2급,,,,양·한방 공통
A1590,세균학적 및 조직학적으로 확인된 공동이 있는 상세불명의 호흡기결핵,"Respiratory tuberculosis unspecified with cavitation, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A1591,세균학적 및 조직학적으로 확인된 공동이 없거나 상세불명의 상세불명의 호흡기결핵,"Respiratory tuberculosis unspecified without cavitation or unspecified, confirmed bacteriologically and histologically",,,제2급,,,,양·한방 공통
A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",N,,제2급,,,,양·한방 공통
A160,세균학적 및 조직학적으로 음성인 폐결핵,"Tuberculosis of lung, bacteriologically and histologically negative",N,,제2급,,,,양·한방 공통
A160,세균학적 및 조직학적으로 음성인 결핵성 기관지확장증,"Tuberculous bronchiectasis, bacteriologically and histologically negative",N,,,,,,양·한방 공통
A160,세균학적 및 조직학적으로 음성인 결핵성 기흉,"Tuberculous pneumothorax, bacteriologically and histologically negative",N,,,,,,양·한방 공통
A160,세균학적 및 조직학적으로 음성인 결핵성 폐렴,"Tuberculous pneumonia, bacteriologically and histologically negative",N,,,,,,양·한방 공통
A160,세균학적 및 조직학적으로 음성인 결핵성 폐섬유증,"Tuberculous fibrosis of lung, bacteriologically and histologically negative",N,,,,,,양·한방 공통
A1600,세균학적 및 조직학적으로 음성인 공동이 있는 폐결핵,"Tuberculosis of lung with cavitation, bacteriologically and histologically negative",,,제2급,,,,양·한방 공통
A1600,세균학적 및 조직학적으로 음성인 공동이 있는 결핵성 기관지확장증,"Tuberculous bronchiectasis with cavitation, bacteriologically and histologically negative",,,,,,,양·한방 공통
A1600,세균학적 및 조직학적으로 음성인 공동이 있는 결핵성 기흉,"Tuberculous pneumothorax with cavitation, bacteriologically and histologically negative",,,,,,,양·한방 공통
A1600,세균학적 및 조직학적으로 음성인 공동이 있는 결핵성 폐렴,"Tuberculous pneumonia with cavitation, bacteriologically and histologically negative",,,,,,,양·한방 공통
A1600,세균학적 및 조직학적으로 음성인 공동이 있는 결핵성 폐섬유증,"Tuberculous fibrosis of lung with cavitation, bacteriologically and histologically negative",,,,,,,양·한방 공통
A1601,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 폐결핵,"Tuberculosis of lung without cavitation or unspecified, bacteriologically and histologically negative",,,제2급,,,,양·한방 공통
A1601,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 결핵성 기관지확장증,"Tuberculous bronchiectasis without cavitation or unspecified, bacteriologically and histologically negative",,,,,,,양·한방 공통
A1601,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 결핵성 기흉,"Tuberculous pneumothorax without cavitation or unspecified, bacteriologically and histologically negative",,,,,,,양·한방 공통
A1601,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 결핵성 폐렴,"Tuberculous pneumonia without cavitation or unspecified, bacteriologically and histologically negative",,,,,,,양·한방 공통
A1601,세균학적 및 조직학적으로 음성인 공동이 없거나 상세불명의 결핵성 폐섬유증,"Tuberculous fibrosis of lung without cavitation or unspecified, bacteriologically and histologically negative",,,,,,,양·한방 공통
A161,세균학적 및 조직학적 검사를 하지 않은 폐결핵,"Tuberculosis of lung, bacteriological and histological examination not done",N,,제2급,,,,양·한방 공통
A161,"A16.0에 열거된 병태, 세균학적 및 조직학적 검사를 하지 않은","Conditions listed in A16.0, bacteriological and histological examination not done",N,,,,,,양·한방 공통
A161,노채,Fatigue consumption disorder,N,,,,,,양·한방 공통
A161,세균학적 및 조직학적 검사를 하지 않은 결핵성 기관지확장증,"Tuberculous bronchiectasis, bacteriological and histological examination not done",N,,,,,,양·한방 공통
A161,세균학적 및 조직학적 검사를 하지 않은 결핵성 기흉,"Tuberculous pneumothorax, bacteriological and histological examination not done",N,,,,,,양·한방 공통
A161,세균학적 및 조직학적 검사를 하지 않은 결핵성 폐렴,"Tuberculous pneumonia, bacteriological and histological examination not done",N,,,,,,양·한방 공통
A161,세균학적 및 조직학적 검사를 하지 않은 결핵성 폐섬유증,"Tuberculous fibrosis of lung, bacteriological and histological examination not done",N,,,,,,양·한방 공통
A1610,세균학적 및 조직학적 검사를 하지 않은 공동이 있는 폐결핵,"Tuberculosis of lung with cavitation, bacteriological and histological examination not done",,,제2급,,,,양·한방 공통
A1610,"A16.0에 열거된 공동이 있는 병태, 세균학적 및 조직학적 검사를 하지 않은","Conditions with cavitation listed in A16.0, bacteriological and histological examination not done",,,,,,,양·한방 공통
A1610,세균학적 및 조직학적 검사를 하지 않은 공동이 있는 결핵성 기관지확장증,"Tuberculous bronchiectasis with cavitation, bacteriological and histological examination not done",,,,,,,양·한방 공통
A1610,세균학적 및 조직학적 검사를 하지 않은 공동이 있는 결핵성 기흉,"Tuberculous pneumothorax with cavitation, bacteriological and histological examination not done",,,,,,,양·한방 공통
A1610,세균학적 및 조직학적 검사를 하지 않은 공동이 있는 결핵성 폐렴,"Tuberculous pneumonia with cavitation, bacteriological and histological examination not done",,,,,,,양·한방 공통
A1610,세균학적 및 조직학적 검사를 하지 않은 공동이 있는 결핵성 폐섬유증,"Tuberculous fibrosis of lung with cavitation, bacteriological and histological examination not done",,,,,,,양·한방 공통
A1611,세균학적 및 조직학적 검사를 하지 않은 공동이 없거나 상세불명의 폐결핵,"Tuberculosis of lung without cavitation or unspecified, bacteriological and histological examination not done",,,제2급,,,,양·한방 공통
A1611,"A16.0에 열거된 공동이 없거나 상세불명의 병태, 세균학적 및 조직학적 검사를 하지 않은","Conditions without cavitation or unspecified listed in A16.0, bacteriological and histological examination not done",,,,,,,양·한방 공통
