상병기호,한글명,영문명,완전코드구분,주상병사용구분,법정감염병구분,성별구분,상한연령,하한연령,양한방구분
H541,양안의 중증 시력장애,"Severe visual impairment, binocular",,,,,,,양·한방 공통
H542,양안의 중등도 시력장애,"Moderate visual impairment, binocular",,,,,,,양·한방 공통
H543,양안의 경도 또는 장애가 없는 시력장애,"Mild or no visual impairment, binocular",,,,,,,양·한방 공통
H544,단안실명,"Blindness, monocular",,,,,,,양·한방 공통
H545,단안의 중증 시력장애,"Severe visual impairment, monocular",,,,,,,양·한방 공통
H546,단안의 중등도 시력장애,"Moderate visual impairment, monocular",,,,,,,양·한방 공통
H549,상세불명의 시력장애(양안의),Unspecified visual impairment(binocular),,,,,,,양·한방 공통
H55,안진 및 기타 불규칙적 눈운동,Nystagmus and other irregular eye movements,,,,,,,양·한방 공통
H55,안진 NOS,Nystagmus NOS,,,,,,,양·한방 공통
H55,선천성 안진,Congenital nystagmus,,,,,,,양·한방 공통
H55,박탈성 안진,Deprivation nystagmus,,,,,,,양·한방 공통
H55,해리성 안진,Dissociated nystagmus,,,,,,,양·한방 공통
H55,잠복성 안진,Latent nystagmus,,,,,,,양·한방 공통
H57,눈 및 눈부속기의 기타 장애,Other disorders of eye and adnexa,N,,,,,,양·한방 공통
H570,동공기능의 이상,Anomalies of pupillary function,,,,,,,양·한방 공통
H571,눈통증,Ocular pain,,,,,,,양·한방 공통
H578,눈 및 눈부속기의 기타 명시된 장애,Other specified disorders of eye and adnexa,,,,,,,양·한방 공통
H579,눈 및 눈부속기의 상세불명 장애,"Disorder of eye and adnexa, unspecified",,,,,,,양·한방 공통
H58,달리 분류된 질환에서의 눈 및 눈부속기의 기타 장애,Other disorders of eye and adnexa in diseases classified elsewhere,N,,,,,,양·한방 공통
H580,달리 분류된 질환에서의 동공기능이상,Anomalies of pupillary function in diseases classified elsewhere,,,,,,,양·한방 공통
H580,"아질-로버트슨현상 또는 동공, 매독성(A52.1+)","Argyll Robertson phenomenon or pupil, syphilitic(A52.1+)",,,,,,,양·한방 공통
H581,달리 분류된 질환에서의 시각장애,Visual disturbances in diseases classified elsewhere,,,,,,,양·한방 공통
H588,달리 분류된 질환에서의 눈 및 눈부속기의 기타 장애,Other specified disorders of eye and adnexa in diseases classified elsewhere,,,,,,,양·한방 공통
H588,조기선천 매독눈병증 NEC(A50.0+),Early congenital syphilitic oculopathy NEC(A50.0+),,,,,,,양·한방 공통
H588,만기선천 매독눈병증 NEC(A50.3+),Late congenital syphilitic oculopathy NEC(A50.3+),,,,,,,양·한방 공통
H588,조기(이차) 매독눈병증 NEC(A51.4+),Early(secondary) syphilitic oculopathy NEC(A51.4+),,,,,,,양·한방 공통
H588,만기 매독눈병증 NEC(A52.7+),Late syphilitic oculopathy NEC(A52.7+),,,,,,,양·한방 공통
H588,갑상선(갑상선독성) 눈 병증 (E05.-†),Thyroid (thyrotoxic) eye disease(E05.-†),,,,,,,양·한방 공통
H59,달리 분류되지 않은 눈 및 눈부속기의 처치후 장애,"Postprocedural disorders of eye and adnexa, NEC",N,,,,,,양·한방 공통
H590,백내장수술로 인한 각막병증(수포성 무수정체증),Keratopathy (bullous aphakia) following cataract surgery,,,,,,,양·한방 공통
H590,유리체(접촉)증후군,Vitreous (Touch) Syndrome,,,,,,,양·한방 공통
H590,유리체각막 증후군,Vitreal Corneal Syndrome,,,,,,,양·한방 공통
H598,눈 및 눈부속기의 기타 처치후 장애,Other postprocedural disorders of eye and adnexa,,,,,,,양·한방 공통
H598,미만성 층판성 각막염,Diffuse lamellar keratitis,,,,,,,양·한방 공통
H598,박리에 대한 수술후의 맥락망막흉터,Chorioretinal scars after surgery for detachment,,,,,,,양·한방 공통
H598,안내염 관련된 수포,Bleb associated endophthalmitis,,,,,,,양·한방 공통
H598,처치후 수포의 염증(감염),Inflammation (infection) of postprocedural bleb,,,,,,,양·한방 공통
H598,처치후 수포염,Postprocedural blebitis,,,,,,,양·한방 공통
H599,눈 및 눈부속기의 상세불명의 처치후 장애,"Postprocedural disorder of eye and adnexa, unspecified",,,,,,,양·한방 공통
H60,외이염,Otitis externa,N,,,,,,양·한방 공통
H600,외이의 농양,Abscess of external ear,,,,,,,양·한방 공통
H600,외이도 또는 귓바퀴의 종기,Boil of auricle or external auditory canal,,,,,,,양·한방 공통
H600,외이도 또는 귓바퀴의 큰종기,Carbuncle of auricle or external auditory canal,,,,,,,양·한방 공통
H600,외이도 또는 귓바퀴의 종기,Furuncle of auricle or external auditory canal,,,,,,,양·한방 공통
H601,외이의 연조직염,Cellulitis of external ear,,,,,,,양·한방 공통
H601,귓바퀴의 연조직염,Cellulitis of auricle,,,,,,,양·한방 공통
H601,외이의 연조직염,Cellulitis of external auditory canal,,,,,,,양·한방 공통
H602,악성 외이도염,Malignant otitis externa,,,,,,,양·한방 공통
H603,기타 감염성 외이도염,Other infective otitis externa,N,,,,,,양·한방 공통
H603,수영자귀,Swimmer’s ear,N,,,,,,양·한방 공통
H6030,미만성 외이도염,Diffuse otitis externa,,,,,,,양·한방 공통
H6031,출혈성 외이도염,Haemorrhagic otitis externa,,,,,,,양·한방 공통
H6038,기타 감염성 외이도염,Other infective otitis externa,,,,,,,양·한방 공통
H604,외이의 진주종,Cholesteatoma of external ear,,,,,,,양·한방 공통
H604,외이(도)의 폐쇄각화증,Keratosis obturans of external ear(canal),,,,,,,양·한방 공통
H605,급성 비감염성 외이도염,"Acute otitis externa, noninfective",,,,,,,양·한방 공통
H605,급성 광선 외이도염,Acute actinic otitis externa,,,,,,,양·한방 공통
H605,급성 반응성 외이도염,Acute reactive otitis externa,,,,,,,양·한방 공통
H605,급성 습진모양 외이도염,Acute eczematoid otitis externa,,,,,,,양·한방 공통
H605,급성 접촉성 외이도염,Acute contact otitis externa,,,,,,,양·한방 공통
H605,급성 화학적 외이도염,Acute chemical otitis externa,,,,,,,양·한방 공통
H608,기타 외이도염,Other otitis externa,N,,,,,,양·한방 공통
H6080,만성 외이도염 NOS,Chronic otitis externa NOS,,,,,,,양·한방 공통
H6088,기타 외이도염,Other otitis externa,,,,,,,양·한방 공통
H609,상세불명의 외이도염,"Otitis externa, unspecified",,,,,,,양·한방 공통
H61,외이의 기타 장애,Other disorders of external ear,N,,,,,,양·한방 공통
H610,외이의 연골막염,Perichondritis of external ear,N,,,,,,양·한방 공통
H6100,외이의 급성 연골막염,Acute perichondritis of external ear,,,,,,,양·한방 공통
H6101,외이의 만성 연골막염,Chronic perichondritis of external ear,,,,,,,양·한방 공통
H6101,만성 결절성 이륜연골피부염,Chondrodermatitis nodularis chronica helicis,,,,,,,양·한방 공통
H6109,외이의 상세불명 연골막염,Unspecified perichondritis of external ear,,,,,,,양·한방 공통
H611,귓바퀴의 비감염성 장애,Noninfective disorders of pinna,N,,,,,,양·한방 공통
H6110,귓바퀴의 후천성 변형,Acquired deformity of pinna,,,,,,,양·한방 공통
H6111,귓바퀴의 혈종,Hematoma of pinna,,,,,,,양·한방 공통
H6111,귓바퀴의 장액종(비외상성),Seroma of pinna (nontraumatic),,,,,,,양·한방 공통
H6118,귓바퀴의 기타 비감염성 장애,Other noninfective disorders of pinna,,,,,,,양·한방 공통
H6119,귓바퀴의 상세불명의 비감염성 장애,Unspecified noninfective disorders of pinna,,,,,,,양·한방 공통
H612,귀지떡,Impacted cerumen,,,,,,,양·한방 공통
H612,귀지,Wax in ear,,,,,,,양·한방 공통
H613,외이도의 후천성 협착,Acquired stenosis of external ear canal,,,,,,,양·한방 공통
H613,외이도의 허탈,Collapse of external ear canal,,,,,,,양·한방 공통
H618,외이의 기타 명시된 장애,Other specified disorders of external ear,N,,,,,,양·한방 공통
H6180,외이도의 외골증,Exostosis of external canal,,,,,,,양·한방 공통
H6188,외이의 기타 명시된 장애,Other specified disorders of external ear,,,,,,,양·한방 공통
H619,외이의 상세불명 장애,"Disorder of external ear, unspecified",,,,,,,양·한방 공통
H62,달리 분류된 질환에서의 외이의 장애,Disorders of external ear in diseases classified elsewhere,N,,,,,,양·한방 공통
H620,달리 분류된 세균성 질환에서의 외이도염,Otitis externa in bacterial diseases classified elsewhere,,,,,,,양·한방 공통
H620,단독에서의 외이도염(A46+),Otitis externa in erysipelas(A46+),,,,,,,양·한방 공통
H621,달리 분류된 바이러스질환에서의 외이도염,Otitis externa in viral diseases classified elsewhere,,,,,,,양·한방 공통
H621,헤르페스바이러스[단순헤르페스] 감염에서의 외이도염(B00.1+),Otitis externa in herpesviral [herpes simplex] infection(B00.1+),,,,,,,양·한방 공통
H621,대상포진에서의 외이도염(B02.8+),Otitis externa in zoster(B02.8+),,,,,,,양·한방 공통
H622,진균증에서의 외이도염,Otitis externa in mycoses,,,,,,,양·한방 공통
H622,아스페르길루스증에서의 외이도염(B44.8+),Otitis externa in aspergillosis(B44.8+),,,,,,,양·한방 공통
H622,칸디다증에서의 외이도염(B37.2+),Otitis externa in candidiasis(B37.2+),,,,,,,양·한방 공통
H622,귀곰팡이증 NOS(B36.9+),Otomycosis NOS(B36.9+),,,,,,,양·한방 공통
H623,달리 분류된 기타 감염성 및 기생충성 질환에서의 외이도염,Otitis externa in other infectious and parasitic diseases classified elsewhere,,,,,,,양·한방 공통
H624,달리 분류된 기타 질환에서의 외이도염,Otitis externa in other diseases classified elsewhere,,,,,,,양·한방 공통
H624,농가진에서의 외이도염(L01.-+),Otitis externa in impetigo(L01.-+),,,,,,,양·한방 공통
H628,달리 분류된 질환에서의 외이의 기타 장애,Other disorders of external ear in diseases classified elsewhere,,,,,,,양·한방 공통
H65,비화농성 중이염,Nonsuppurative otitis media,N,,,,,,양·한방 공통
H65,고막염 동반 비화농성 중이염,Nonsuppurative otitis media with myringitis,N,,,,,,양·한방 공통
H650,급성 장액성 중이염,Acute serous otitis media,N,,,,,,양·한방 공통
H650,급성 및 아급성 분비성 중이염,Acute and subacute secretory otitis media,N,,,,,,양·한방 공통
H6500,"급성 장액성 중이염, 한쪽 또는 상세불명","Acute serous otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H6501,"급성 장액성 중이염, 양쪽","Acute serous otitis media, bilateral",,,,,,,양·한방 공통
H651,기타 급성 비화농성 중이염,Other acute nonsuppurative otitis media,N,,,,,,양·한방 공통
H6510,알레르기성(점액성)(혈액성)(장액성) 급성 및 아급성 중이염,Acute and subacute allergic otitis media (mucoid)(sanguinous)(serous),N,,,,,,양·한방 공통
H6510,"점액성 중이염, 급성 및 아급성","Mucoid Otitis media, acute and subacute",N,,,,,,양·한방 공통
H6510,"혈액성 중이염, 급성 및 아급성","Sanguinous Otitis media, acute and subacute",N,,,,,,양·한방 공통
H6510,"장점액성 중이염, 급성 및 아급성","Seromucinous otitis media, acute and subacute",N,,,,,,양·한방 공통
H65100,"알레르기성(점액성)(혈액성)(장액성) 급성 및 아급성 중이염, 한쪽 또는 상세불명","Allergic(mucoid)(sanguinous)(serous) otitis media, acute and subacute, unilateral or unspecified",,,,,,,양·한방 공통
H65100,"점액성 중이염, 급성 및 아급성, 한쪽 또는 상세불명","Mucoid Otitis media, acute and subacute, unilateral or unspecified",,,,,,,양·한방 공통
H65100,"혈액성 중이염, 급성 및 아급성, 한쪽 또는 상세불명","Sanguinous Otitis media, acute and subacute, unilateral or unspecified",,,,,,,양·한방 공통
H65100,"장점액성 중이염, 급성 및 아급성, 한쪽 또는 상세불명","Seromucinous otitis media, acute and subacute, unilateral or unspecified",,,,,,,양·한방 공통
H65101,"알레르기성(점액성)(혈액성)(장액성) 급성 및 아급성 중이염, 양쪽","Allergic(mucoid)(sanguinous)(serous) otitis media, acute and subacute, bilateral",,,,,,,양·한방 공통
H65101,"점액성 중이염, 급성 및 아급성, 양쪽","Mucoid Otitis media, acute and subacute, bilateral",,,,,,,양·한방 공통
H65101,"혈액성 중이염, 급성 및 아급성, 양쪽","Sanguinous Otitis media, acute and subacute, bilateral",,,,,,,양·한방 공통
H65101,"장점액성 중이염, 급성 및 아급성, 양쪽","Seromucinous otitis media, acute and subacute, bilateral",,,,,,,양·한방 공통
H6518,기타 급성 비화농성 중이염,Other acute nonsuppurative otitis media,N,,,,,,양·한방 공통
H6518,"비화농성 중이염, 급성 및 아급성 NOS","nonsuppurative otitis media, acute and subacute NOS",N,,,,,,양·한방 공통
H65180,"기타 급성 비화농성 중이염, 한쪽 또는 상세불명","Other acute nonsuppurative otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H65181,"기타 급성 비화농성 중이염, 양쪽","Other acute nonsuppurative otitis media, bilateral",,,,,,,양·한방 공통
H652,만성 장액성 중이염,Chronic serous otitis media,N,,,,,,양·한방 공통
H652,만성 이관고실카타르,Chronic tubotympanal catarrh,N,,,,,,양·한방 공통
H6520,"만성 장액성 중이염, 한쪽 또는 상세불명","Chronic serous otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H6521,"만성 장액성 중이염, 양쪽","Chronic serous otitis media, bilateral",,,,,,,양·한방 공통
H653,만성 점액성 중이염,Chronic mucoid otitis media,N,,,,,,양·한방 공통
H653,아교귀,Glue ear,N,,,,,,양·한방 공통
H653,점액성 만성 중이염,Chronic mucinous otitis media,N,,,,,,양·한방 공통
H653,분비성 만성 중이염,Chronic secretory otitis media,N,,,,,,양·한방 공통
H653,누출성 만성 중이염,Chronic transudative otitis media,N,,,,,,양·한방 공통
H6530,"만성 점액성 중이염, 한쪽 또는 상세불명",Unilateral or unspecified chronic mucoid otitis media,,,,,,,양·한방 공통
H6531,"만성 점액성 중이염, 양쪽",Bilateral chronic mucoid otitis media,,,,,,,양·한방 공통
H654,기타 만성 비화농성 중이염,Other chronic nonsuppurative otitis media,N,,,,,,양·한방 공통
H6540,만성 알레르기성 중이염,Chronic allergic otitis media,N,,,,,,양·한방 공통
H6540,"만성 알레르기성 중이염, 삼출성","Chronic allergic otitis media, exudative",N,,,,,,양·한방 공통
H6540,"만성 알레르기성 중이염, 장점액성","Chronic allergic otitis media, seromucinous",N,,,,,,양·한방 공통
H65400,"만성 알레르기성 중이염, 한쪽 또는 상세불명","Chronic allergic otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H65401,"만성 알레르기성 중이염, 양쪽","Chronic allergic otitis media, bilateral",,,,,,,양·한방 공통
H6548,기타 만성 비화농성 중이염,Other chronic nonsuppurative otitis media,N,,,,,,양·한방 공통
H6548,"기타 만성 비화농성 중이염, 삼출액이 있는(비화농성)","Other chronic nonsuppurative otitis media, with effusion (nonpurulent)",N,,,,,,양·한방 공통
H65480,"기타 만성 비화농성 중이염, 한쪽 또는 상세불명","Other chronic nonsuppurative otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H65481,"기타 만성 비화농성 중이염, 양쪽","Other chronic nonsuppurative otitis media, bilateral",,,,,,,양·한방 공통
H659,상세불명의 비화농성 중이염,"Nonsuppurative otitis media, unspecified",N,,,,,,양·한방 공통
H659,알레르기 중이염,Allergic otitis media,N,,,,,,양·한방 공통
H659,카타르의 중이염,Catarrhal otitis media,N,,,,,,양·한방 공통
H659,삼출성 중이염,Exudative otitis media,N,,,,,,양·한방 공통
H659,점액성 중이염,Mucoid otitis media,N,,,,,,양·한방 공통
H659,분비성 중이염,Secretory otitis media,N,,,,,,양·한방 공통
H659,장점액성 중이염,Seromucinous otitis media,N,,,,,,양·한방 공통
H659,장액성 중이염,Serous otitis media,N,,,,,,양·한방 공통
H659,누출성 중이염,Transudative otitis media,N,,,,,,양·한방 공통
H659,삼출액이 있는(비화농성) 중이염,Otitis media with effusion(nonpurulent),N,,,,,,양·한방 공통
H6590,"상세불명의 비화농성 중이염, 한쪽 또는 상세불명","Nonsuppurative otitis media, unspecified, unilateral or unspecified",,,,,,,양·한방 공통
H6591,"상세불명의 비화농성 중이염, 양쪽","Nonsuppurative otitis media, unspecified, bilateral",,,,,,,양·한방 공통
H66,화농성 및 상세불명의 중이염,Suppurative and unspecified otitis media,N,,,,,,양·한방 공통
H66,고막염 동반 화농성 및 상세불명의 중이염,Suppurative and unspecified otitis media with myringitis,N,,,,,,양·한방 공통
H660,급성 화농성 중이염,Acute suppurative otitis media,N,,,,,,양·한방 공통
H6600,자발적 고막파열을 동반하지 않은 급성 화농성 중이염,Acute suppurative otitis media without spontaneous rupture of ear drum,N,,,,,,양·한방 공통
H66000,"자발적 고막파열을 동반하지 않은 급성 화농성 중이염, 한쪽 또는 상세불명","Acute suppurative otitis media without spontaneous rupture of ear drum, unilateral or unspecified",,,,,,,양·한방 공통
H66001,"자발적 고막파열을 동반하지 않은 급성 화농성 중이염, 양쪽","Acute suppurative otitis media without spontaneous rupture of ear drum, bilateral",,,,,,,양·한방 공통
H6601,자발적 고막파열을 동반한 급성 화농성 중이염,Acute suppurative otitis media with spontaneous rupture of ear drum,N,,,,,,양·한방 공통
H66010,"자발적 고막파열을 동반한 급성 화농성 중이염, 한쪽 또는 상세불명","Acute suppurative otitis media with spontaneous rupture of ear drum, unilateral or unspecified",,,,,,,양·한방 공통
H66011,"자발적 고막파열을 동반한 급성 화농성 중이염, 양쪽","Acute suppurative otitis media with spontaneous rupture of ear drum, bilateral",,,,,,,양·한방 공통
H661,만성 이관고실의 화농성 중이염,Chronic tubotympanic suppurative otitis media,N,,,,,,양·한방 공통
H661,양성 만성화농성 중이염,Benign chronic suppurative otitis media,N,,,,,,양·한방 공통
H661,만성 이관고실성 질환,Chronic tubotympanic disease,N,,,,,,양·한방 공통
H6610,"만성 이관고실의 화농성 중이염, 한쪽 또는 상세불명","Chronic tubotympanic suppurative otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H6611,"만성 이관고실의 화농성 중이염, 양쪽","Chronic tubotympanic suppurative otitis media, bilateral",,,,,,,양·한방 공통
H662,만성 상고실유돌동화농성 중이염,Chronic atticoantral suppurative otitis media,N,,,,,,양·한방 공통
H662,만성 상고실유돌동 질환,Chronic atticoantral disease,N,,,,,,양·한방 공통
H6620,"만성 상고실유돌동화농성 중이염, 한쪽 또는 상세불명","Chronic atticoantral suppurative otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H6621,"만성 상고실유돌동화농성 중이염, 양쪽","Chronic atticoantral suppurative otitis media, bilateral",,,,,,,양·한방 공통
H663,기타 만성 화농성 중이염,Other chronic suppurative otitis media,N,,,,,,양·한방 공통
H663,만성 화농성 중이염 NOS,Chronic suppurative otitis media NOS,N,,,,,,양·한방 공통
H6630,"기타 만성 화농성 중이염, 한쪽 또는 상세불명","Other chronic suppurative otitis media, unilateral or unspecified",,,,,,,양·한방 공통
H6631,"기타 만성 화농성 중이염, 양쪽","Other chronic suppurative otitis media, bilateral",,,,,,,양·한방 공통
H664,상세불명의 화농성 중이염,"Suppurative otitis media, unspecified",N,,,,,,양·한방 공통
H664,화농성 중이염 NOS,Purulent otitis media NOS,N,,,,,,양·한방 공통
H6640,"상세불명의 화농성 중이염, 한쪽 또는 상세불명","Suppurative otitis media, unspecified, unilateral or unspecified",,,,,,,양·한방 공통
H6641,"상세불명의 화농성 중이염, 양쪽","Suppurative otitis media, unspecified, bilateral",,,,,,,양·한방 공통
H669,상세불명의 중이염,"Otitis media, unspecified",N,,,,,,양·한방 공통
H669,중이염 NOS,Otitis media NOS,N,,,,,,양·한방 공통
H669,급성 중이염 NOS,Acute otitis media NOS,N,,,,,,양·한방 공통
H669,만성 중이염 NOS,Chronic otitis media NOS,N,,,,,,양·한방 공통
H6690,"상세불명의 중이염, 한쪽 또는 상세불명","Otitis media, unspecified, unilateral or unspecified",,,,,,,양·한방 공통
H6691,"상세불명의 중이염, 양쪽","Otitis media, unspecified, bilateral",,,,,,,양·한방 공통
H67,달리 분류된 질환에서의 중이염,Otitis media in diseases classified elsewhere,N,,,,,,양·한방 공통
H670,달리 분류된 세균성 질환에서의 중이염,Otitis media in bacterial diseases classified elsewhere,,,,,,,양·한방 공통
H670,성홍열에서의 중이염(A38+),Otitis media in scarlet fever(A38+),,,,,,,양·한방 공통
H670,결핵에서의 중이염(A18.6+),Otitis media in tuberculosis(A18.6+),,,,,,,양·한방 공통
H671,달리 분류된 바이러스질환에서의 중이염,Otitis media in viral diseases classified elsewhere,,,,,,,양·한방 공통
H671,인플루엔자에서의 중이염 : 확인된 계절성 바이러스(J10.8+),seasonal virus identified (J10.8+),,,,,,,양·한방 공통
H671,인플루엔자에서의 중이염 : 확인이 안된 바이러스(J11.8+),"influenza, virus not identified (J11.8+)",,,,,,,양·한방 공통
H671,인플루엔자에서의 중이염 : 확인된 동물매개 또는 범유행 인플루엔자 바이러스(J09+),"influenza, zoonotic or pandemic influenza virus identified (J09+)",,,,,,,양·한방 공통
H671,홍역에서의 중이염(B05.3+),Otitis media in measles(B05.3+),,,,,,,양·한방 공통
H678,달리 분류된 기타 질환에서의 중이염,Otitis media in other diseases classified elsewhere,,,,,,,양·한방 공통
H68,귀인두관염 및 귀인두관 폐색,Eustachian salpingitis and obstruction,N,,,,,,양·한방 공통
H680,귀인두관염,Eustachian salpingitis,N,,,,,,양·한방 공통
H6800,급성 귀인두관염,Acute Eustachian salpingitis,,,,,,,양·한방 공통
H6801,만성 귀인두관염,Chronic Eustachian salpingitis,,,,,,,양·한방 공통
H6809,상세불명의 귀인두관염,Unspecified Eustachian salpingitis,,,,,,,양·한방 공통
H681,귀인두관의 폐색,Obstruction of Eustachian tube,,,,,,,양·한방 공통
H681,귀인두관의 압박,Compression of Eustachian tube,,,,,,,양·한방 공통
H681,귀인두관의 협착,Stenosis of Eustachian tube,,,,,,,양·한방 공통
H681,귀인두관의 협착,Stricture of Eustachian tube,,,,,,,양·한방 공통
H69,귀인두관의 기타 장애,Other disorders of Eustachian tube,N,,,,,,양·한방 공통
H690,개방성 귀인두관,Patulous Eustachian tube,,,,,,,양·한방 공통
H698,귀인두관의 기타 명시된 장애,Other specified disorders of Eustachian tube,,,,,,,양·한방 공통
H699,상세불명의 귀인두관장애,"Eustachian tube disorder, unspecified",,,,,,,양·한방 공통
H70,유돌염 및 관련 병태,Mastoiditis and related conditions,N,,,,,,양·한방 공통
H700,급성 유돌염,Acute mastoiditis,,,,,,,양·한방 공통
H700,유돌의 농양,Abscess of mastoid,,,,,,,양·한방 공통
H700,유돌의 축농,Empyema of mastoid,,,,,,,양·한방 공통
H701,만성 유돌염,Chronic mastoiditis,,,,,,,양·한방 공통
H701,유돌의 카리에스,Caries of mastoid,,,,,,,양·한방 공통
H701,유돌의 누공,Fistula of mastoid,,,,,,,양·한방 공통
H702,추체염,Petrositis,,,,,,,양·한방 공통
H702,추체의 염증(급성)(만성),Inflammation of petrous bone (acute)(chronic),,,,,,,양·한방 공통
H708,기타 유돌염 및 관련 병태,Other mastoiditis and related conditions,,,,,,,양·한방 공통
H709,상세불명의 유돌염,"Mastoiditis, unspecified",,,,,,,양·한방 공통
H71,중이의 진주종,Cholesteatoma of middle ear,N,,,,,,양·한방 공통
H71,고실진주종,Cholesteatoma tympani,N,,,,,,양·한방 공통
H710,중이의 선천성 진주종,Congenital Cholesteatoma of middle ear,,,,,,,양·한방 공통
H711,중이의 후천성 진주종,Acquired Cholesteatoma of middle ear,,,,,,,양·한방 공통
H711,중이의 진주종 NOS,Cholesteatoma of middle ear NOS,,,,,,,양·한방 공통
H72,고막의 천공,Perforation of tympanic membrane,N,,,,,,양·한방 공통
H72,지속성 외상후 고막천공,Persistent post-traumatic perforation of ear drum,N,,,,,,양·한방 공통
H72,염증후 고막천공,Postinflammatory perforation of ear drum,N,,,,,,양·한방 공통
H720,고막의 중심천공,Central perforation of tympanic membrane,,,,,,,양·한방 공통
H721,고막의 상고실천공,Attic perforation of tympanic membrane,,,,,,,양·한방 공통
H721,고막이완부의 천공,Perforation of pars flaccida,,,,,,,양·한방 공통
H722,고막의 기타 변연부천공,Other marginal perforations of tympanic membrane,,,,,,,양·한방 공통
H728,고막의 기타 천공,Other perforation of tympanic membrane,,,,,,,양·한방 공통
H728,고막의 다발천공,Perforation(s) multiple of tympanic membrane,,,,,,,양·한방 공통
H728,고막의 전체천공,Perforation total of tympanic membrane,,,,,,,양·한방 공통
H729,고막의 상세불명 천공,"Perforation of tympanic membrane, unspecified",,,,,,,양·한방 공통
H73,고막의 기타 장애,Other disorders of tympanic membrane,N,,,,,,양·한방 공통
H730,급성 고막염,Acute myringitis,N,,,,,,양·한방 공통
H7300,수포성 고막염,Bullous myringitis,,,,,,,양·한방 공통
H7308,기타 및 상세불명의 급성 고막염,Other and unspecified acute myringitis,,,,,,,양·한방 공통
H7308,급성 고실염,Acute tympanitis,,,,,,,양·한방 공통
H731,만성 고막염,Chronic myringitis,,,,,,,양·한방 공통
H731,만성 고실염,Chronic tympanitis,,,,,,,양·한방 공통
H738,고막의 기타 명시된 장애,Other specified disorders of tympanic membrane,,,,,,,양·한방 공통
H739,고막의 상세불명 장애,"Disorder of tympanic membrane, unspecified",,,,,,,양·한방 공통
H74,중이 및 유돌의 기타 장애,Other disorders of middle ear and mastoid,N,,,,,,양·한방 공통
H740,고실경화증,Tympanosclerosis,,,,,,,양·한방 공통
H741,유착성 중이질환,Adhesive middle ear disease,,,,,,,양·한방 공통
H741,유착성 이염,Adhesive otitis,,,,,,,양·한방 공통
H742,이소골의 불연속성 및 탈구,Discontinuity and dislocation of ear ossicles,,,,,,,양·한방 공통
H743,이소골의 기타 후천성 이상,Other acquired abnormalities of ear ossicles,,,,,,,양·한방 공통
H743,이소골의 관절강직증,Ankylosis of ear ossicles,,,,,,,양·한방 공통
H743,이소골의 부분적 상실,Partial loss of ear ossicles,,,,,,,양·한방 공통
H744,중이의 폴립,Polyp of middle ear,,,,,,,양·한방 공통
H748,중이 및 유돌의 기타 명시된 장애,Other specified disorders of middle ear and mastoid,,,,,,,양·한방 공통
H749,중이 및 유돌의 상세불명 장애,"Disorder of middle ear and mastoid, unspecified",,,,,,,양·한방 공통
H75,달리 분류된 질환에서의 중이 및 유돌의 기타 장애,Other disorders of middle ear and mastoid in diseases classified elsewhere,N,,,,,,양·한방 공통
H750,달리 분류된 감염성 및 기생충성 질환에서의 유돌염,Mastoiditis in infectious and parasitic diseases classified elsewhere,,,,,,,양·한방 공통
H750,결핵성 유돌염(A18.02+),Tuberculous mastoiditis(A18.02+),,,,,,,양·한방 공통
H758,달리 분류된 질환에서의 중이 및 유돌의 기타 명시된 장애,Other specified disorders of middle ear and mastoid in diseases classified elsewhere,,,,,,,양·한방 공통
H80,귀경화증,Otosclerosis,N,,,,,,양·한방 공통
H80,귀해면증,Otospongiosis,N,,,,,,양·한방 공통
H800,난원창을 침범한 비폐색성 귀경화증,"Otosclerosis involving oval window, nonobliterative",,,,,,,양·한방 공통
H801,난원창을 침범한 폐색성 귀경화증,"Otosclerosis involving oval window, obliterative",,,,,,,양·한방 공통
H802,달팽이관귀경화증,Cochlear otosclerosis,,,,,,,양·한방 공통
H802,이낭을 침범한 귀경화증,Otosclerosis involving otic capsule,,,,,,,양·한방 공통
H802,정원창을 침범한 귀경화증,Otosclerosis involving round window,,,,,,,양·한방 공통
H808,기타 귀경화증,Other otosclerosis,,,,,,,양·한방 공통
H809,상세불명의 귀경화증,"Otosclerosis, unspecified",,,,,,,양·한방 공통
H81,전정기능의 장애,Disorders of vestibular function,N,,,,,,양·한방 공통
H810,메니에르병,Meniere’s disease,,,,,,,양·한방 공통
H810,미로수종,Labyrinthine hydrops,,,,,,,양·한방 공통
H810,메니에르증후군 또는 현기증,Meniere’s syndrome or vertigo,,,,,,,양·한방 공통
H811,양성 발작성 현기증,Benign paroxysmal vertigo,,,,,,,양·한방 공통
H811,양성 발작성 체위성 현기증,Benign paroxysmal positional vertigo,,,,,,,양·한방 공통
H812,전정신경세포염,Vestibular neuronitis,,,,,,,양·한방 공통
H813,기타 말초성 현기증,Other peripheral vertigo,N,,,,,,양·한방 공통
H8130,기타 이성 현기증,Other aural vertigo,,,,,,,양·한방 공통
